job_title,experience_years,education_level,skills_count,industry,company_size,location,remote_work,certifications,salary,experience_level
Data Scientist,1,bachelor,12,Education,Large,Remote,1,3,130601,Fresher
Machine Learning Engineer,10,high school,7,Telecom,Startup,Australia,0,2,114304,Mid
Cybersecurity Analyst,16,high school,9,Media,Startup,UK,0,1,140678,Senior
Product Manager,15,high school,19,Manufacturing,Small,India,1,4,103423,Senior
Product Manager,19,master,13,Telecom,Startup,Netherlands,1,2,156693,Senior
Software Engineer,3,master,17,Healthcare,Startup,Germany,0,2,128890,Junior
Data Scientist,6,high school,2,Retail,Startup,USA,1,1,122323,Mid
Backend Developer,9,diploma,2,Retail,Enterprise,India,1,3,101412,Mid
Software Engineer,11,phd,16,Government,Medium,Remote,1,3,156512,Senior
Business Analyst,10,high school,5,Education,Startup,Netherlands,,4,81173,Mid
Data Analyst,8,master,11,Telecom,Large,Sweden,0,1,135042,Mid
DevOps Engineer,15,high school,8,Finance,Small,Netherlands,0,2,124053,Senior
DevOps Engineer,16,bachelor,13,Healthcare,Large,Germany,1,2,185852,Senior
Frontend Developer,7,high school,11,Healthcare,Large,Canada,,2,141215,Mid
Backend Developer,2,phd,7,Government,Enterprise,Netherlands,1,5,159537,Fresher
DevOps Engineer,20,diploma,7,Finance,Enterprise,Remote,,2,178663,Senior
Frontend Developer,10,diploma,7,Technology,Large,Singapore,0,4,128485,Mid
Cloud Engineer,9,high school,9,Technology,Enterprise,Remote,0,4,149297,Mid
Machine Learning Engineer,19,master,11,Education,Large,Australia,,4,199938,Senior
Cloud Engineer,14,high school,13,Consulting,Startup,Sweden,,3,127495,Senior
Backend Developer,9,diploma,16,Retail,Startup,Australia,0,4,113332,Mid
DevOps Engineer,9,high school,17,Telecom,Enterprise,India,,5,109999,Mid
Software Engineer,15,high school,15,Consulting,Small,Canada,0,4,147445,Senior
Frontend Developer,16,bachelor,12,Government,Enterprise,Germany,,4,185573,Senior
Software Engineer,19,phd,17,Healthcare,Enterprise,Australia,0,3,206688,Senior
Machine Learning Engineer,11,phd,1,Manufacturing,Enterprise,Australia,1,4,205774,Senior
Cloud Engineer,14,bachelor,12,Telecom,Large,UK,1,1,187543,Senior
Cybersecurity Analyst,17,bachelor,15,Telecom,Startup,Remote,1,0,142241,Senior
DevOps Engineer,3,bachelor,15,Retail,Large,India,0,1,84899,Junior
Backend Developer,14,phd,10,Consulting,Small,Australia,,4,151762,Senior
AI Engineer,15,phd,10,Consulting,Large,UK,0,3,244681,Senior
Backend Developer,20,diploma,10,Manufacturing,Medium,Remote,1,3,150977,Senior
Machine Learning Engineer,1,high school,19,Healthcare,Large,USA,1,0,169838,Fresher
Machine Learning Engineer,14,bachelor,17,Healthcare,Medium,USA,0,1,209704,Senior
DevOps Engineer,0,high school,16,Finance,Enterprise,UK,1,1,139624,
Data Analyst,14,diploma,14,Government,Enterprise,USA,0,3,180372,Senior
Cybersecurity Analyst,13,diploma,4,Telecom,Startup,Remote,,1,115779,Senior
Product Manager,18,bachelor,12,Technology,Enterprise,Australia,1,1,196698,Senior
Machine Learning Engineer,11,master,19,Technology,Small,UK,,3,186832,Senior
DevOps Engineer,18,diploma,11,Telecom,Large,USA,0,2,216612,Senior
AI Engineer,14,master,4,Healthcare,Small,USA,,3,220517,Senior
Product Manager,12,phd,9,Consulting,Small,Australia,,3,164119,Senior
Machine Learning Engineer,12,high school,13,Finance,Large,UK,1,0,182346,Senior
Frontend Developer,18,phd,2,Telecom,Small,Singapore,0,2,147127,Senior
DevOps Engineer,12,phd,12,Consulting,Startup,India,,4,99965,Senior
Backend Developer,3,master,1,Consulting,Medium,Germany,0,4,129938,Junior
Data Scientist,15,high school,14,Government,Startup,UK,0,1,141854,Senior
Business Analyst,9,master,15,Consulting,Small,USA,1,2,151627,Mid
DevOps Engineer,13,phd,15,Manufacturing,Startup,Netherlands,0,2,145574,Senior
Machine Learning Engineer,18,high school,4,Media,Enterprise,Germany,0,1,189250,Senior
Backend Developer,2,master,15,Consulting,Medium,Singapore,0,5,125844,Fresher
DevOps Engineer,13,high school,18,Telecom,Small,Remote,1,4,141882,Senior
Backend Developer,1,phd,11,Telecom,Large,India,0,0,85211,Fresher
AI Engineer,12,bachelor,11,Technology,Enterprise,Singapore,0,1,192807,Senior
Software Engineer,0,diploma,11,Finance,Startup,Remote,,0,79106,
DevOps Engineer,3,bachelor,2,Retail,Startup,Remote,1,1,95008,Junior
DevOps Engineer,1,high school,2,Healthcare,Small,India,1,3,72441,Fresher
Cybersecurity Analyst,15,high school,19,Education,Startup,Netherlands,,4,125973,Senior
Product Manager,11,high school,15,Finance,Enterprise,Singapore,0,5,170228,Senior
AI Engineer,3,master,13,Government,Startup,Remote,0,0,135038,Junior
Software Engineer,14,master,15,Consulting,Startup,USA,,1,173946,Senior
DevOps Engineer,7,diploma,17,Finance,Large,Singapore,,2,146028,Mid
Business Analyst,4,master,7,Manufacturing,Medium,Singapore,0,1,87308,Junior
DevOps Engineer,19,master,4,Finance,Small,Sweden,0,3,151588,Senior
Cybersecurity Analyst,0,diploma,3,Healthcare,Large,Netherlands,1,4,118544,
Data Analyst,3,high school,1,Telecom,Small,Australia,0,1,71151,Junior
DevOps Engineer,3,high school,11,Technology,Medium,Singapore,,1,105828,Junior
Product Manager,19,high school,17,Media,Large,UK,1,1,205538,Senior
Software Engineer,17,high school,14,Finance,Large,UK,1,3,180629,Senior
Data Scientist,6,phd,19,Media,Enterprise,Canada,,3,216939,Mid
Frontend Developer,5,master,2,Education,Enterprise,Australia,,3,135444,Junior
Cloud Engineer,12,diploma,12,Telecom,Enterprise,Netherlands,1,4,180370,Senior
Software Engineer,2,diploma,5,Telecom,Medium,Sweden,0,3,94870,Fresher
Business Analyst,10,high school,10,Technology,Large,Remote,,5,114246,Mid
Frontend Developer,14,high school,3,Healthcare,Large,India,0,3,85093,Senior
Machine Learning Engineer,19,high school,7,Education,Startup,Canada,,0,169671,Senior
Frontend Developer,18,high school,12,Finance,Medium,Australia,,3,124949,Senior
Data Analyst,2,diploma,10,Government,Enterprise,UK,1,3,112156,Fresher
Data Analyst,1,phd,6,Healthcare,Enterprise,Canada,0,3,153697,Fresher
DevOps Engineer,16,master,7,Media,Small,India,0,1,111481,Senior
Data Scientist,8,diploma,11,Manufacturing,Small,Remote,1,0,113367,Mid
Product Manager,2,diploma,18,Finance,Large,Remote,,4,140285,Fresher
Product Manager,3,phd,4,Retail,Medium,UK,,2,167654,Junior
Cybersecurity Analyst,0,bachelor,2,Retail,Enterprise,Australia,0,3,131473,
Data Scientist,7,high school,2,Media,Large,Singapore,,5,114032,Mid
Machine Learning Engineer,9,high school,19,Finance,Enterprise,Germany,,1,176587,Mid
Software Engineer,5,phd,15,Government,Medium,Singapore,,3,136316,Junior
Backend Developer,0,phd,1,Government,Small,Netherlands,,3,109741,
Business Analyst,17,diploma,14,Finance,Medium,Canada,0,0,146650,Senior
Machine Learning Engineer,1,high school,3,Finance,Enterprise,Germany,,2,142838,Fresher
Cloud Engineer,13,high school,14,Finance,Large,UK,0,5,177726,Senior
Product Manager,17,master,17,Telecom,Large,Singapore,0,1,186054,Senior
Backend Developer,10,high school,2,Consulting,Large,Singapore,0,2,113727,Mid
Data Scientist,4,bachelor,8,Technology,Enterprise,Germany,0,4,151691,Junior
Data Scientist,8,diploma,8,Education,Enterprise,Canada,0,2,178432,Mid
Business Analyst,1,diploma,6,Manufacturing,Startup,India,,3,51871,Fresher
Backend Developer,8,diploma,2,Telecom,Medium,UK,,5,132038,Mid
Business Analyst,6,phd,2,Government,Medium,UK,,5,130256,Mid
Cloud Engineer,12,diploma,12,Media,Medium,Remote,0,1,135286,Senior
Product Manager,14,phd,9,Finance,Enterprise,Germany,,1,225528,Senior
Frontend Developer,19,diploma,17,Media,Startup,India,1,0,98585,Senior
Cloud Engineer,15,high school,18,Finance,Small,Australia,,5,146314,Senior
Backend Developer,17,high school,8,Finance,Startup,USA,,0,152133,Senior
AI Engineer,19,diploma,9,Consulting,Small,Australia,0,4,166798,Senior
Backend Developer,11,master,6,Retail,Medium,Singapore,0,3,126476,Senior
Cybersecurity Analyst,7,diploma,6,Consulting,Enterprise,India,,2,93109,Mid
Frontend Developer,17,bachelor,11,Finance,Enterprise,Germany,1,3,188446,Senior
Cybersecurity Analyst,1,phd,5,Finance,Enterprise,Germany,,3,170680,Fresher
Product Manager,14,master,19,Consulting,Large,Netherlands,,0,181180,Senior
Data Analyst,3,master,11,Healthcare,Small,Australia,,3,89196,Junior
Product Manager,10,diploma,1,Education,Startup,India,,2,91428,Mid
DevOps Engineer,11,high school,6,Retail,Enterprise,Remote,1,2,155473,Senior
Machine Learning Engineer,7,bachelor,17,Consulting,Medium,Netherlands,1,3,155283,Mid
Product Manager,19,diploma,11,Consulting,Large,UK,1,2,208427,Senior
Product Manager,13,phd,15,Telecom,Startup,USA,,4,211934,Senior
AI Engineer,4,high school,8,Education,Enterprise,Canada,0,1,178129,Junior
Machine Learning Engineer,5,high school,9,Telecom,Small,India,0,5,89055,Junior
Data Analyst,4,master,8,Manufacturing,Medium,USA,,0,125032,Junior
Business Analyst,14,master,2,Technology,Enterprise,UK,0,4,166515,Senior
AI Engineer,4,phd,9,Retail,Startup,Remote,1,3,154204,Junior
Cybersecurity Analyst,0,bachelor,3,Healthcare,Small,Canada,,3,123055,
Backend Developer,0,high school,8,Manufacturing,Medium,USA,0,3,115074,
Backend Developer,2,master,16,Manufacturing,Startup,USA,1,4,145844,Fresher
Software Engineer,10,diploma,2,Consulting,Small,India,,1,70584,Mid
DevOps Engineer,8,high school,19,Media,Startup,UK,1,4,140721,Mid
Product Manager,3,diploma,18,Technology,Enterprise,Sweden,1,4,158155,Junior
Product Manager,14,diploma,10,Technology,Small,Australia,1,1,139886,Senior
Cloud Engineer,15,diploma,3,Manufacturing,Medium,Sweden,,4,139869,Senior
Business Analyst,14,master,5,Media,Large,India,,4,89512,Senior
Backend Developer,14,bachelor,2,Technology,Startup,India,,5,88476,Senior
Frontend Developer,7,bachelor,13,Government,Medium,India,,4,80416,Mid
Data Analyst,14,bachelor,19,Retail,Enterprise,Canada,,5,181521,Senior
DevOps Engineer,11,high school,18,Government,Medium,Australia,1,5,143963,Senior
DevOps Engineer,18,master,16,Technology,Small,Netherlands,,0,156235,Senior
Cybersecurity Analyst,11,bachelor,11,Finance,Enterprise,Australia,,0,166528,Senior
Backend Developer,5,diploma,5,Manufacturing,Startup,USA,1,1,129917,Junior
Software Engineer,20,high school,2,Technology,Small,UK,1,4,147292,Senior
Data Scientist,5,master,9,Media,Medium,USA,,4,166674,Junior
Data Scientist,17,bachelor,15,Education,Small,Sweden,,4,152856,Senior
Product Manager,14,bachelor,7,Technology,Small,Germany,0,0,151151,Senior
Data Analyst,0,high school,13,Government,Small,Australia,0,2,71233,
Data Scientist,3,master,7,Media,Large,UK,,1,157594,Junior
Machine Learning Engineer,5,bachelor,5,Retail,Enterprise,India,1,3,120817,Junior
Backend Developer,3,high school,11,Healthcare,Small,UK,0,5,121604,Junior
Business Analyst,2,bachelor,17,Government,Large,Sweden,1,2,111647,Fresher
Data Analyst,4,high school,1,Technology,Small,Netherlands,1,4,61475,Junior
Product Manager,16,bachelor,12,Media,Small,Netherlands,1,1,156971,Senior
Product Manager,10,phd,12,Technology,Small,Sweden,,1,149267,Mid
Software Engineer,1,high school,13,Healthcare,Startup,Australia,0,4,86923,Fresher
Cybersecurity Analyst,19,bachelor,13,Finance,Enterprise,Australia,,5,199896,Senior
Machine Learning Engineer,3,phd,3,Government,Large,Germany,0,0,164702,Junior
Software Engineer,18,high school,2,Finance,Small,Germany,0,1,129908,Senior
Data Scientist,18,diploma,5,Manufacturing,Large,Australia,,2,158710,Senior
Business Analyst,9,diploma,1,Telecom,Startup,Australia,,1,95138,Mid
DevOps Engineer,11,phd,13,Healthcare,Enterprise,Singapore,,2,189336,Senior
Backend Developer,11,bachelor,5,Technology,Enterprise,Remote,1,4,150650,Senior
Software Engineer,12,diploma,9,Manufacturing,Enterprise,Canada,0,4,177056,Senior
Cloud Engineer,4,master,9,Consulting,Enterprise,Australia,0,4,174928,Junior
Business Analyst,3,phd,4,Consulting,Startup,Germany,0,3,110975,Junior
AI Engineer,1,phd,18,Finance,Medium,UK,,0,175256,Fresher
Frontend Developer,15,phd,13,Media,Large,Netherlands,1,3,172363,Senior
Backend Developer,0,high school,6,Healthcare,Small,UK,1,2,99838,
Software Engineer,3,bachelor,3,Retail,Enterprise,Singapore,1,2,134613,Junior
DevOps Engineer,9,master,2,Consulting,Medium,Germany,0,5,153038,Mid
Backend Developer,7,phd,19,Technology,Startup,India,,4,93026,Mid
Data Analyst,11,diploma,10,Manufacturing,Startup,India,,4,71758,Senior
Data Analyst,18,high school,8,Government,Large,Singapore,0,4,134384,Senior
Business Analyst,12,master,2,Healthcare,Small,UK,0,4,134745,Senior
Business Analyst,8,high school,11,Consulting,Medium,Canada,,5,126615,Mid
AI Engineer,15,bachelor,18,Education,Enterprise,Remote,1,3,220665,Senior
Backend Developer,11,master,19,Education,Large,USA,1,2,215831,Senior
Software Engineer,2,diploma,13,Telecom,Large,Sweden,0,3,115248,Fresher
DevOps Engineer,19,diploma,14,Finance,Medium,Netherlands,1,1,152950,Senior
Cloud Engineer,6,phd,14,Technology,Large,Netherlands,,3,174453,Mid
Cloud Engineer,19,phd,2,Education,Medium,Germany,1,3,204838,Senior
AI Engineer,13,master,5,Retail,Medium,Remote,1,4,168307,Senior
Cybersecurity Analyst,11,high school,18,Retail,Startup,Singapore,0,2,121607,Senior
Software Engineer,6,high school,2,Healthcare,Enterprise,Australia,0,3,127559,Mid
Business Analyst,1,master,9,Technology,Medium,USA,,5,138435,Fresher
Business Analyst,18,phd,10,Media,Large,Sweden,,1,163258,Senior
Cloud Engineer,2,diploma,3,Telecom,Large,India,1,5,96185,Fresher
Cloud Engineer,14,phd,9,Consulting,Enterprise,UK,,4,227325,Senior
Machine Learning Engineer,1,diploma,14,Technology,Medium,Germany,,0,125979,Fresher
DevOps Engineer,8,high school,8,Government,Enterprise,India,1,4,94514,Mid
Machine Learning Engineer,14,diploma,5,Telecom,Medium,UK,0,1,167812,Senior
Software Engineer,2,high school,10,Finance,Startup,Netherlands,,4,91048,Fresher
Data Scientist,17,diploma,7,Telecom,Large,India,0,5,111282,Senior
Cybersecurity Analyst,18,master,4,Media,Large,India,1,1,133942,Senior
Data Analyst,2,high school,1,Media,Small,Germany,0,5,76136,Fresher
Software Engineer,1,master,11,Manufacturing,Startup,Sweden,0,4,96962,Fresher
Cybersecurity Analyst,16,phd,17,Telecom,Small,Singapore,0,4,166864,Senior
Cybersecurity Analyst,14,diploma,18,Telecom,Small,Sweden,0,2,145243,Senior
Product Manager,15,high school,19,Manufacturing,Medium,Australia,0,5,156106,Senior
DevOps Engineer,9,diploma,16,Technology,Small,Remote,1,5,127805,Mid
Frontend Developer,5,diploma,9,Government,Medium,Remote,0,1,99462,Junior
Business Analyst,20,bachelor,5,Manufacturing,Small,Australia,,5,127214,Senior
Cybersecurity Analyst,8,diploma,6,Education,Large,Remote,,0,121321,Mid
Backend Developer,19,diploma,14,Manufacturing,Startup,UK,1,5,159624,Senior
DevOps Engineer,3,bachelor,2,Telecom,Small,Germany,1,3,114876,Junior
Cybersecurity Analyst,19,master,1,Finance,Small,Netherlands,0,1,146840,Senior
Cloud Engineer,14,phd,18,Finance,Medium,Germany,,1,182895,Senior
Data Analyst,9,master,15,Telecom,Startup,Sweden,,4,106679,Mid
Data Analyst,11,diploma,11,Retail,Medium,Singapore,0,5,101422,Senior
Data Analyst,20,phd,4,Telecom,Medium,Remote,,5,150727,Senior
Backend Developer,14,bachelor,14,Technology,Enterprise,Sweden,,2,170880,Senior
Cybersecurity Analyst,16,high school,17,Finance,Large,Australia,1,1,167641,Senior
AI Engineer,16,high school,9,Government,Startup,Netherlands,1,5,148574,Senior
Backend Developer,15,high school,13,Consulting,Large,Germany,1,4,167981,Senior
Backend Developer,12,phd,15,Healthcare,Enterprise,Germany,1,1,205325,Senior
Data Analyst,16,diploma,12,Retail,Enterprise,Singapore,,3,143047,Senior
Data Analyst,19,bachelor,14,Retail,Startup,Singapore,0,0,119493,Senior
Data Analyst,5,master,7,Consulting,Large,Germany,,3,118411,Junior
AI Engineer,20,diploma,9,Consulting,Startup,Canada,,2,189365,Senior
Cybersecurity Analyst,11,phd,3,Telecom,Enterprise,Canada,0,2,220117,Senior
Backend Developer,9,diploma,1,Consulting,Medium,Canada,,1,134358,Mid
Backend Developer,15,phd,16,Technology,Startup,Australia,,3,150443,Senior
AI Engineer,19,master,1,Consulting,Medium,UK,1,3,218748,Senior
Business Analyst,2,diploma,7,Government,Large,UK,1,1,109120,Fresher
AI Engineer,12,bachelor,19,Consulting,Medium,Australia,0,0,167757,Senior
DevOps Engineer,1,high school,8,Consulting,Small,UK,1,1,114010,Fresher
Cybersecurity Analyst,9,master,11,Government,Large,USA,0,2,198036,Mid
Software Engineer,17,bachelor,17,Retail,Medium,USA,,5,192520,Senior
Cloud Engineer,4,master,4,Healthcare,Large,Germany,0,4,152911,Junior
Frontend Developer,3,diploma,19,Manufacturing,Medium,Netherlands,0,0,92907,Junior
Business Analyst,6,phd,15,Finance,Small,Germany,1,5,144268,Mid
DevOps Engineer,17,diploma,7,Government,Startup,UK,0,2,152097,Senior
Frontend Developer,20,high school,16,Education,Medium,UK,1,4,167484,Senior
Business Analyst,6,bachelor,6,Finance,Large,Sweden,1,5,109087,Mid
Frontend Developer,6,high school,18,Technology,Large,Canada,1,1,138784,Mid
Product Manager,19,master,7,Healthcare,Medium,Singapore,0,5,175604,Senior
Cybersecurity Analyst,1,phd,7,Retail,Enterprise,Australia,0,5,153727,Fresher
Frontend Developer,15,phd,13,Consulting,Medium,Remote,0,3,150261,Senior
Data Analyst,13,phd,9,Finance,Startup,Remote,0,5,117636,Senior
Data Analyst,3,bachelor,11,Healthcare,Medium,Singapore,,2,93460,Junior
Data Scientist,1,master,15,Consulting,Startup,Remote,,2,113415,Fresher
AI Engineer,17,bachelor,5,Technology,Enterprise,Sweden,1,0,199670,Senior
Backend Developer,15,bachelor,3,Manufacturing,Enterprise,UK,0,5,195322,Senior
AI Engineer,20,master,17,Government,Small,Australia,0,5,185195,Senior
Product Manager,20,high school,14,Healthcare,Large,Remote,1,4,184629,Senior
Backend Developer,12,bachelor,9,Finance,Startup,Australia,,2,119709,Senior
Product Manager,7,diploma,1,Consulting,Medium,Germany,0,3,136498,Mid
Machine Learning Engineer,5,diploma,17,Consulting,Small,Canada,,2,161523,Junior
Product Manager,2,bachelor,9,Healthcare,Large,Netherlands,,1,127221,Fresher
DevOps Engineer,13,bachelor,16,Manufacturing,Large,Remote,,2,156188,Senior
Data Scientist,8,diploma,18,Media,Large,USA,1,4,194249,Mid
Data Analyst,5,high school,2,Technology,Small,Remote,1,2,77863,Junior
Cybersecurity Analyst,8,bachelor,9,Technology,Small,Germany,1,5,142827,Mid
Cloud Engineer,12,phd,4,Consulting,Medium,Canada,1,1,191077,Senior
Backend Developer,9,diploma,4,Manufacturing,Enterprise,Sweden,0,5,147877,Mid
Software Engineer,16,diploma,9,Education,Startup,India,0,3,78527,Senior
AI Engineer,10,bachelor,13,Retail,Medium,Sweden,,5,159161,Mid
Business Analyst,4,diploma,18,Telecom,Large,Australia,0,2,99618,Junior
Frontend Developer,17,master,18,Consulting,Medium,Canada,0,0,187944,Senior
Data Analyst,16,phd,7,Retail,Small,Singapore,0,0,138179,Senior
AI Engineer,19,diploma,13,Education,Startup,Canada,1,5,194416,Senior
Product Manager,12,bachelor,9,Finance,Small,Sweden,,1,128989,Senior
Data Scientist,10,diploma,18,Education,Small,Remote,0,2,130542,Mid
Backend Developer,5,high school,14,Retail,Large,Australia,0,4,111403,Junior
Product Manager,3,diploma,1,Telecom,Medium,Netherlands,1,1,113872,Junior
Backend Developer,12,diploma,14,Telecom,Medium,Netherlands,,4,129724,Senior
Business Analyst,15,master,5,Education,Enterprise,USA,,0,184780,Senior
Data Analyst,14,bachelor,10,Government,Medium,USA,0,2,157706,Senior
Machine Learning Engineer,16,master,14,Healthcare,Startup,USA,0,3,207350,Senior
Business Analyst,13,diploma,6,Technology,Enterprise,Australia,,2,129569,Senior
Software Engineer,14,diploma,4,Healthcare,Small,Germany,1,5,139920,Senior
Software Engineer,6,high school,11,Consulting,Startup,Singapore,,3,103643,Mid
Cybersecurity Analyst,17,bachelor,18,Government,Large,Sweden,1,3,180464,Senior
Frontend Developer,7,bachelor,13,Education,Small,Sweden,0,4,108694,Mid
DevOps Engineer,12,phd,14,Finance,Medium,USA,,4,222874,Senior
Product Manager,13,phd,4,Education,Large,Netherlands,0,2,182766,Senior
Machine Learning Engineer,20,bachelor,19,Consulting,Small,India,1,5,121062,Senior
Machine Learning Engineer,18,phd,11,Finance,Small,Netherlands,1,2,185630,Senior
Product Manager,9,diploma,17,Manufacturing,Medium,Sweden,0,3,131869,Mid
Backend Developer,6,high school,2,Manufacturing,Large,Remote,,0,101544,Mid
Cloud Engineer,6,diploma,14,Healthcare,Large,Singapore,0,4,133615,Mid
AI Engineer,9,diploma,19,Manufacturing,Enterprise,USA,0,4,232105,Mid
DevOps Engineer,9,bachelor,7,Media,Startup,Netherlands,,3,112460,Mid
Data Analyst,19,bachelor,15,Technology,Medium,USA,0,1,172389,Senior
Machine Learning Engineer,7,diploma,11,Education,Medium,India,0,0,91283,Mid
Backend Developer,15,master,7,Government,Enterprise,USA,,4,226196,Senior
AI Engineer,17,phd,3,Consulting,Medium,Remote,0,3,192177,Senior
Frontend Developer,20,bachelor,12,Retail,Enterprise,Singapore,1,3,178643,Senior
Cybersecurity Analyst,20,high school,11,Consulting,Large,Germany,0,5,183088,Senior
Business Analyst,5,bachelor,16,Retail,Medium,Sweden,0,0,96262,Junior
Data Analyst,18,master,18,Education,Startup,Remote,0,3,123845,Senior
Software Engineer,10,master,15,Technology,Small,India,1,5,94438,Mid
AI Engineer,5,master,10,Education,Enterprise,India,0,2,127703,Junior
Machine Learning Engineer,13,diploma,15,Manufacturing,Startup,Australia,,2,130004,Senior
Software Engineer,10,master,2,Telecom,Small,Sweden,,5,126178,Mid
Product Manager,4,diploma,5,Technology,Enterprise,USA,,1,179805,Junior
Cloud Engineer,7,master,6,Education,Small,Singapore,,2,125567,Mid
Machine Learning Engineer,10,high school,14,Government,Small,Netherlands,,5,133747,Mid
Data Scientist,19,high school,11,Manufacturing,Medium,USA,0,4,191822,Senior
AI Engineer,8,diploma,4,Media,Startup,Singapore,,1,123035,Mid
Data Scientist,11,diploma,8,Retail,Large,Germany,1,4,160867,Senior
Product Manager,19,phd,11,Telecom,Small,India,,3,116806,Senior
AI Engineer,12,diploma,14,Manufacturing,Startup,Germany,0,5,168327,Senior
Machine Learning Engineer,11,phd,5,Manufacturing,Small,Sweden,1,3,168477,Senior
Cloud Engineer,10,diploma,7,Retail,Enterprise,Australia,1,4,162612,Mid
Software Engineer,5,high school,19,Media,Enterprise,Singapore,1,3,134506,Junior
DevOps Engineer,8,phd,10,Media,Medium,India,0,4,105225,Mid
AI Engineer,20,high school,16,Media,Startup,Canada,,3,183893,Senior
Data Scientist,18,diploma,11,Government,Medium,Australia,0,0,147570,Senior
Software Engineer,0,diploma,14,Telecom,Enterprise,India,1,4,95464,
Frontend Developer,6,master,2,Media,Enterprise,Australia,1,2,147610,Mid
Frontend Developer,19,high school,1,Retail,Medium,Remote,,2,126339,Senior
Product Manager,10,phd,14,Finance,Enterprise,Canada,,1,233905,Mid
Cloud Engineer,6,master,5,Media,Startup,Canada,,2,135119,Mid
Machine Learning Engineer,11,diploma,15,Finance,Enterprise,USA,0,3,222464,Senior
Cybersecurity Analyst,10,diploma,14,Education,Small,Australia,0,2,131004,Mid
Cloud Engineer,11,high school,9,Consulting,Startup,India,0,3,76872,Senior
Backend Developer,16,master,13,Retail,Small,Remote,,2,139377,Senior
AI Engineer,14,master,13,Government,Small,USA,0,5,231084,Senior
AI Engineer,7,high school,14,Government,Startup,India,,0,92513,Mid
Business Analyst,9,high school,19,Telecom,Startup,Australia,0,4,90104,Mid
Software Engineer,4,diploma,4,Media,Large,Netherlands,,2,107816,Junior
Data Scientist,4,master,5,Telecom,Large,Canada,,1,165595,Junior
Software Engineer,14,high school,18,Consulting,Enterprise,Germany,0,0,168882,Senior
Software Engineer,18,bachelor,19,Media,Large,Germany,,2,188779,Senior
Data Analyst,12,bachelor,15,Finance,Small,Canada,1,1,139611,Senior
Software Engineer,3,bachelor,3,Manufacturing,Startup,UK,1,4,112517,Junior
Frontend Developer,11,bachelor,13,Technology,Large,UK,0,1,148574,Senior
Cloud Engineer,10,diploma,13,Retail,Medium,Remote,1,5,147619,Mid
Machine Learning Engineer,3,bachelor,6,Media,Enterprise,UK,1,2,185264,Junior
Backend Developer,5,master,9,Technology,Large,UK,0,1,156011,Junior
Software Engineer,2,phd,14,Technology,Large,Remote,0,3,145283,Fresher
Data Analyst,1,diploma,2,Healthcare,Medium,India,1,1,60997,Fresher
Business Analyst,17,master,14,Manufacturing,Startup,India,0,1,88799,Senior
Data Scientist,14,bachelor,19,Finance,Medium,Netherlands,,0,137960,Senior
Software Engineer,16,high school,12,Telecom,Small,USA,0,0,166944,Senior
AI Engineer,8,bachelor,3,Technology,Medium,Netherlands,0,2,137313,Mid
Frontend Developer,6,diploma,8,Finance,Small,USA,1,0,125750,Mid
AI Engineer,10,high school,12,Consulting,Startup,USA,1,2,178431,Mid
Data Scientist,12,phd,16,Education,Large,Singapore,1,3,172530,Senior
Data Scientist,8,bachelor,11,Manufacturing,Large,Canada,1,3,180943,Mid
Data Analyst,7,high school,12,Education,Medium,India,0,4,73521,Mid
Product Manager,8,diploma,11,Manufacturing,Startup,Singapore,1,4,130489,Mid
Cloud Engineer,14,high school,1,Government,Medium,Remote,1,0,126031,Senior
Frontend Developer,8,bachelor,8,Telecom,Enterprise,UK,0,0,153396,Mid
Frontend Developer,6,bachelor,9,Consulting,Startup,India,0,5,69057,Mid
DevOps Engineer,12,phd,14,Consulting,Medium,Netherlands,0,1,154578,Senior
AI Engineer,3,phd,17,Manufacturing,Enterprise,India,1,5,146947,Junior
Software Engineer,1,bachelor,17,Finance,Small,Remote,0,5,111198,Fresher
Software Engineer,11,diploma,4,Healthcare,Medium,Canada,1,2,158962,Senior
Frontend Developer,6,master,12,Consulting,Large,UK,1,3,158798,Mid
Business Analyst,14,master,3,Finance,Startup,Singapore,1,4,117789,Senior
Product Manager,9,diploma,1,Manufacturing,Large,Singapore,0,4,141559,Mid
Machine Learning Engineer,5,high school,5,Education,Small,Netherlands,0,4,123268,Junior
Frontend Developer,15,bachelor,7,Manufacturing,Startup,USA,,1,151117,Senior
Software Engineer,12,phd,2,Healthcare,Enterprise,UK,1,5,205624,Senior
Machine Learning Engineer,13,high school,16,Technology,Startup,Remote,0,4,127540,Senior
Business Analyst,15,phd,6,Telecom,Enterprise,USA,0,1,206619,Senior
Software Engineer,12,bachelor,19,Government,Medium,Canada,,5,174117,Senior
AI Engineer,12,phd,19,Finance,Startup,Australia,0,0,167951,Senior
Business Analyst,2,high school,16,Manufacturing,Small,Singapore,0,5,84994,Fresher
Backend Developer,15,diploma,5,Telecom,Startup,Canada,1,0,144389,Senior
Backend Developer,16,bachelor,4,Finance,Medium,USA,,5,185725,Senior
AI Engineer,15,high school,17,Telecom,Small,Australia,1,4,163860,Senior
Cybersecurity Analyst,18,master,17,Retail,Enterprise,India,,2,148685,Senior
DevOps Engineer,17,bachelor,13,Finance,Large,Canada,0,0,196159,Senior
Business Analyst,13,master,14,Retail,Startup,Canada,1,4,148955,Senior
Business Analyst,12,phd,7,Media,Startup,USA,1,3,162818,Senior
